sub_category,product_id,cost_price,list_price,quantity,discount_percent,cost_quantity,discount,sales_price,profit
Binders,OFF-BI-10003650,1340,1580,3,4,4020,189.60000000000002,4550.4,530.3999999999996
Art,OFF-AR-10000937,240,260,7,3,1680,54.6,1765.4,85.40000000000009
Storage,OFF-ST-10000532,150,180,6,5,900,54.0,1026.0,126.0
Accessories,TEC-AC-10001267,50,50,2,5,100,5.0,95.0,-5.0
Labels,OFF-LA-10004853,20,20,4,4,80,3.2,76.8,-3.200000000000003
Binders,OFF-BI-10001759,10,10,7,5,70,3.5,66.5,-3.5
Chairs,FUR-CH-10003379,340,400,2,5,680,40.0,760.0,80.0
Bookcases,FUR-BO-10002853,150,160,2,2,300,6.4,313.6,13.600000000000023
Appliances,OFF-AP-10000027,60,70,5,4,300,14.0,336.0,36.0
Paper,OFF-PA-10002421,70,70,4,5,280,14.0,266.0,-14.0
Labels,OFF-LA-10002475,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Chairs,FUR-CH-10001482,340,390,3,5,1020,58.5,1111.5,91.5
Furnishings,FUR-FU-10000087,20,20,1,3,20,0.6,19.4,-0.6000000000000014
Binders,OFF-BI-10003166,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
Tables,FUR-TA-10000688,400,460,3,4,1200,55.199999999999996,1324.8,124.79999999999995
Chairs,FUR-CH-10003981,890,1080,6,4,5340,259.20000000000005,6220.8,880.8000000000002
Paper,OFF-PA-10001878,50,50,1,2,50,1.0,49.0,-1.0
Art,OFF-AR-10002375,10,10,3,5,30,1.5,28.5,-1.5
Binders,OFF-BI-10004965,30,30,3,3,90,2.7,87.3,-2.700000000000003
Binders,OFF-BI-10004022,0,0,1,2,0,0.0,0.0,0.0
Binders,OFF-BI-10000050,40,40,6,3,240,7.199999999999999,232.8,-7.199999999999989
Paper,OFF-PA-10002464,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Bookcases,FUR-BO-10004709,100,120,4,3,400,14.4,465.6,65.60000000000002
Accessories,TEC-AC-10003590,40,40,2,3,80,2.4,77.6,-2.4000000000000057
Phones,TEC-PH-10003357,190,240,4,4,760,38.4,921.6,161.60000000000002
Art,OFF-AR-10003373,60,70,3,2,180,4.199999999999999,205.8,25.80000000000001
Binders,OFF-BI-10003676,0,0,2,4,0,0.0,0.0,0.0
Chairs,FUR-CH-10000225,50,60,1,5,50,3.0,57.0,7.0
Phones,TEC-PH-10001870,90,100,2,3,180,6.0,194.0,14.0
Art,OFF-AR-10003481,10,10,3,5,30,1.5,28.5,-1.5
Paper,OFF-PA-10003936,20,20,3,2,60,1.2000000000000002,58.8,-1.2000000000000028
Binders,OFF-BI-10000320,0,0,1,4,0,0.0,0.0,0.0
Art,OFF-AR-10001972,10,10,5,4,50,2.0,48.0,-2.0
Art,OFF-AR-10003829,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Art,OFF-AR-10003338,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Accessories,TEC-AC-10002558,40,50,4,5,160,10.0,190.0,30.0
Art,OFF-AR-10000034,30,30,6,5,180,9.0,171.0,-9.0
Binders,OFF-BI-10001510,130,150,8,2,1040,24.0,1176.0,136.0
Labels,OFF-LA-10000134,0,0,2,2,0,0.0,0.0,0.0
Art,OFF-AR-10000588,50,60,4,4,200,9.6,230.4,30.400000000000006
Storage,OFF-ST-10003282,340,420,7,4,2380,117.60000000000001,2822.4,442.4000000000001
Appliances,OFF-AP-10002311,110,120,2,4,220,9.6,230.4,10.400000000000006
Phones,TEC-PH-10000141,100,120,3,5,300,18.0,342.0,42.0
Supplies,OFF-SU-10000646,620,770,4,2,2480,61.6,3018.4,538.4000000000001
Accessories,TEC-AC-10002076,40,50,1,5,40,2.5,47.5,7.5
Paper,OFF-PA-10000743,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Chairs,FUR-CH-10002780,150,160,2,3,300,9.6,310.4,10.399999999999977
Furnishings,FUR-FU-10000747,160,180,4,4,640,28.8,691.2,51.200000000000045
Furnishings,FUR-FU-10002445,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Furnishings,FUR-FU-10000723,60,70,4,3,240,8.4,271.6,31.600000000000023
Paper,OFF-PA-10003641,200,210,8,5,1600,84.0,1596.0,-4.0
Chairs,FUR-CH-10003973,480,590,2,2,960,23.6,1156.4,196.4000000000001
Binders,OFF-BI-10000977,60,70,3,3,180,6.300000000000001,203.7,23.69999999999999
Furnishings,FUR-FU-10004053,70,80,4,3,280,9.6,310.4,30.399999999999977
Phones,TEC-PH-10002033,400,460,2,5,800,46.0,874.0,74.0
Art,OFF-AR-10004260,30,30,1,2,30,0.6,29.4,-0.6000000000000014
Appliances,OFF-AP-10004655,40,50,4,5,160,10.0,190.0,30.0
Envelopes,OFF-EN-10001539,20,20,2,5,40,2.0,38.0,-2.0
Phones,TEC-PH-10001817,710,860,3,3,2130,77.4,2502.6,372.5999999999999
Appliances,OFF-AP-10002578,170,200,4,3,680,24.0,776.0,96.0
Fasteners,OFF-FA-10000992,10,10,4,3,40,1.2,38.8,-1.2000000000000028
Bookcases,FUR-BO-10001798,290,310,3,2,870,18.6,911.4,41.39999999999998
Labels,OFF-LA-10004409,0,0,2,4,0,0.0,0.0,0.0
Fasteners,OFF-FA-10000621,20,20,5,3,100,3.0,97.0,-3.0
Binders,OFF-BI-10003196,0,0,1,5,0,0.0,0.0,0.0
Binders,OFF-BI-10003727,20,20,6,2,120,2.4000000000000004,117.6,-2.4000000000000057
Paper,OFF-PA-10003228,140,150,3,5,420,22.5,427.5,7.5
Labels,OFF-LA-10002787,20,20,5,4,100,4.0,96.0,-4.0
Phones,TEC-PH-10001305,110,120,3,3,330,10.8,349.2,19.19999999999999
Binders,OFF-BI-10001036,40,50,7,5,280,17.5,332.5,52.5
Tables,FUR-TA-10001086,400,460,5,5,2000,115.0,2185.0,185.0
Binders,OFF-BI-10001525,10,10,5,2,50,1.0,49.0,-1.0
Phones,TEC-PH-10000526,50,60,1,5,50,3.0,57.0,7.0
Furnishings,FUR-FU-10004973,20,30,2,2,40,1.2,58.8,18.799999999999997
Chairs,FUR-CH-10003981,750,900,5,4,3750,180.0,4320.0,570.0
Furnishings,FUR-FU-10000277,760,840,8,2,6080,134.4,6585.6,505.60000000000036
Furnishings,FUR-FU-10001934,30,40,2,2,60,1.6,78.4,18.400000000000006
Binders,OFF-BI-10004970,10,10,4,2,40,0.8,39.2,-0.7999999999999972
Chairs,FUR-CH-10003396,150,180,3,3,450,16.200000000000003,523.8,73.79999999999995
Chairs,FUR-CH-10003973,430,520,2,2,860,20.8,1019.2,159.20000000000005
Paper,OFF-PA-10002109,10,10,3,5,30,1.5,28.5,-1.5
Paper,OFF-PA-10001826,20,20,3,4,60,2.4000000000000004,57.6,-2.3999999999999986
Art,OFF-AR-10000823,0,0,2,2,0,0.0,0.0,0.0
Paper,OFF-PA-10001776,20,20,2,4,40,1.6,38.4,-1.6000000000000014
Binders,OFF-BI-10003676,40,40,5,3,200,6.0,194.0,-6.0
Tables,FUR-TA-10001095,260,310,3,3,780,27.900000000000002,902.1,122.10000000000002
Furnishings,FUR-FU-10000747,40,50,1,2,40,1.0,49.0,9.0
Storage,OFF-ST-10004337,360,430,7,3,2520,90.3,2919.7,399.6999999999998
Binders,OFF-BI-10004410,30,30,6,2,180,3.5999999999999996,176.4,-3.5999999999999943
Fasteners,OFF-FA-10004838,10,10,7,2,70,1.4000000000000001,68.6,-1.4000000000000057
Furnishings,FUR-FU-10002364,20,20,3,4,60,2.4000000000000004,57.6,-2.3999999999999986
Storage,OFF-ST-10001809,340,360,4,5,1360,72.0,1368.0,8.0
Paper,OFF-PA-10001846,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Binders,OFF-BI-10003876,70,70,2,2,140,2.8,137.2,-2.8000000000000114
Storage,OFF-ST-10003470,1580,1680,6,5,9480,504.0,9576.0,96.0
Paper,OFF-PA-10004243,40,40,2,4,80,3.2,76.8,-3.200000000000003
Chairs,FUR-CH-10000422,250,270,3,2,750,16.200000000000003,793.8,43.799999999999955
Furnishings,FUR-FU-10002506,40,40,4,4,160,6.4,153.6,-6.400000000000006
Chairs,FUR-CH-10000863,290,320,3,2,870,19.200000000000003,940.8,70.79999999999995
Fasteners,OFF-FA-10002988,10,10,5,2,50,1.0,49.0,-1.0
Phones,TEC-PH-10003437,370,420,7,5,2590,147.0,2793.0,203.0
Supplies,OFF-SU-10002537,60,60,6,3,360,10.8,349.2,-10.800000000000011
Accessories,TEC-AC-10003063,40,50,2,4,80,4.0,96.0,16.0
Accessories,TEC-AC-10003237,20,30,3,5,60,4.5,85.5,25.5
Storage,OFF-ST-10001031,20,30,2,4,40,2.4,57.6,17.6
Envelopes,OFF-EN-10001535,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Paper,OFF-PA-10001295,40,50,3,2,120,3.0,147.0,27.0
Chairs,FUR-CH-10004698,50,60,1,5,50,3.0,57.0,7.0
Storage,OFF-ST-10000078,340,420,2,4,680,33.6,806.4,126.39999999999998
Art,OFF-AR-10001868,0,0,1,2,0,0.0,0.0,0.0
Storage,OFF-ST-10004950,60,80,5,5,300,20.0,380.0,80.0
Paper,OFF-PA-10003441,30,30,4,4,120,4.8,115.2,-4.799999999999997
Furnishings,FUR-FU-10004973,100,120,8,2,800,19.2,940.8,140.79999999999995
Paper,OFF-PA-10000157,70,80,4,5,280,16.0,304.0,24.0
Paper,OFF-PA-10001970,10,10,1,5,10,0.5,9.5,-0.5
Appliances,OFF-AP-10000828,460,540,3,4,1380,64.80000000000001,1555.2,175.20000000000005
Envelopes,OFF-EN-10001509,0,0,1,2,0,0.0,0.0,0.0
Storage,OFF-ST-10003692,220,230,5,3,1100,34.5,1115.5,15.5
Phones,TEC-PH-10004700,10,10,1,4,10,0.4,9.6,-0.40000000000000036
Chairs,FUR-CH-10000422,520,580,8,2,4160,92.8,4547.2,387.1999999999998
Phones,TEC-PH-10003484,540,630,5,2,2700,63.0,3087.0,387.0
Chairs,FUR-CH-10001394,500,630,2,5,1000,63.0,1197.0,197.0
Bookcases,FUR-BO-10002213,740,800,2,2,1480,32.0,1568.0,88.0
Labels,OFF-LA-10002762,60,80,6,3,360,14.399999999999999,465.6,105.60000000000002
Appliances,OFF-AP-10003842,20,30,1,5,20,1.5,28.5,8.5
Phones,TEC-PH-10003072,1150,1350,9,5,10350,607.5,11542.5,1192.5
Art,OFF-AR-10003394,10,10,6,3,60,1.7999999999999998,58.2,-1.7999999999999972
Envelopes,OFF-EN-10001539,30,30,4,5,120,6.0,114.0,-6.0
Furnishings,FUR-FU-10001731,0,0,2,2,0,0.0,0.0,0.0
Tables,FUR-TA-10001095,180,210,2,4,360,16.8,403.2,43.19999999999999
Storage,OFF-ST-10000078,1370,1590,6,5,8220,477.0,9063.0,843.0
Fasteners,OFF-FA-10004076,10,10,5,2,50,1.0,49.0,-1.0
Machines,TEC-MA-10003626,530,570,2,4,1060,45.6,1094.4,34.40000000000009
Paper,OFF-PA-10001215,10,10,2,5,20,1.0,19.0,-1.0
Accessories,TEC-AC-10002842,970,1070,9,5,8730,481.5,9148.5,418.5
Furnishings,FUR-FU-10004864,10,10,1,3,10,0.3,9.7,-0.3000000000000007
Binders,OFF-BI-10000014,0,0,1,4,0,0.0,0.0,0.0
Furnishings,FUR-FU-10001475,80,90,5,5,400,22.5,427.5,27.5
Storage,OFF-ST-10001272,90,100,1,3,90,3.0,97.0,7.0
Chairs,FUR-CH-10002024,2380,2800,5,5,11900,700.0,13300.0,1400.0
Binders,OFF-BI-10004001,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Phones,TEC-PH-10004094,210,250,2,5,420,25.0,475.0,55.0
Paper,OFF-PA-10001184,20,20,3,4,60,2.4000000000000004,57.6,-2.3999999999999986
Furnishings,FUR-FU-10002505,10,10,3,5,30,1.5,28.5,-1.5
Paper,OFF-PA-10001166,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Paper,OFF-PA-10000349,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Appliances,OFF-AP-10004708,20,20,2,3,40,1.2,38.8,-1.2000000000000028
Appliances,OFF-AP-10001947,20,20,6,4,120,4.800000000000001,115.2,-4.799999999999997
Phones,TEC-PH-10000441,500,600,6,5,3000,180.0,3420.0,420.0
Supplies,OFF-SU-10004664,30,40,5,2,150,4.0,196.0,46.0
Phones,TEC-PH-10004531,260,300,3,2,780,18.0,882.0,102.0
Accessories,TEC-AC-10002167,40,50,3,2,120,3.0,147.0,27.0
Chairs,FUR-CH-10002024,3180,3790,6,5,19080,1137.0,21603.0,2523.0
Art,OFF-AR-10002445,30,40,5,2,150,4.0,196.0,46.0
Furnishings,FUR-FU-10003268,170,200,5,2,850,20.0,980.0,130.0
Chairs,FUR-CH-10000015,970,1210,8,3,7760,290.4,9389.6,1629.6000000000004
Phones,TEC-PH-10004165,880,1100,5,4,4400,220.0,5280.0,880.0
Tables,FUR-TA-10004607,90,100,1,3,90,3.0,97.0,7.0
Labels,OFF-LA-10004677,10,10,2,5,20,1.0,19.0,-1.0
Accessories,TEC-AC-10002217,30,30,2,2,60,1.2,58.8,-1.2000000000000028
Paper,OFF-PA-10001937,40,40,7,3,280,8.4,271.6,-8.399999999999977
Art,OFF-AR-10000203,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Accessories,TEC-AC-10001142,230,250,4,2,920,20.0,980.0,60.0
Binders,OFF-BI-10003712,0,0,2,4,0,0.0,0.0,0.0
Paper,OFF-PA-10000520,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Phones,TEC-PH-10001079,240,290,4,5,960,58.0,1102.0,142.0
Supplies,OFF-SU-10000898,20,20,2,4,40,1.6,38.4,-1.6000000000000014
Paper,OFF-PA-10001471,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Appliances,OFF-AP-10003281,40,50,5,4,200,10.0,240.0,40.0
Art,OFF-AR-10003156,20,20,2,5,40,2.0,38.0,-2.0
Phones,TEC-PH-10000576,200,220,2,4,400,17.6,422.4,22.399999999999977
Phones,TEC-PH-10003215,90,100,4,4,360,16.0,384.0,24.0
Labels,OFF-LA-10004484,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
Paper,OFF-PA-10002245,30,40,6,5,180,12.0,228.0,48.0
Furnishings,FUR-FU-10003664,390,480,5,4,1950,96.0,2304.0,354.0
Labels,OFF-LA-10002195,10,10,4,4,40,1.6,38.4,-1.6000000000000014
Binders,OFF-BI-10000822,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Storage,OFF-ST-10004963,110,140,9,2,990,25.2,1234.8,244.79999999999995
Appliances,OFF-AP-10002495,160,190,3,5,480,28.5,541.5,61.5
Binders,OFF-BI-10004001,70,80,6,3,420,14.399999999999999,465.6,45.60000000000002
Supplies,OFF-SU-10004884,40,50,3,3,120,4.5,145.5,25.5
Phones,TEC-PH-10003555,40,40,2,3,80,2.4,77.6,-2.4000000000000057
Machines,TEC-MA-10003493,70,90,1,4,70,3.6,86.4,16.400000000000006
Accessories,TEC-AC-10002380,20,30,3,5,60,4.5,85.5,25.5
Binders,OFF-BI-10004209,10,10,5,4,50,2.0,48.0,-2.0
Art,OFF-AR-10002135,130,140,3,2,390,8.399999999999999,411.6,21.600000000000023
Phones,TEC-PH-10002583,20,20,1,5,20,1.0,19.0,-1.0
Paper,OFF-PA-10003591,30,30,3,2,90,1.7999999999999998,88.2,-1.7999999999999972
Phones,TEC-PH-10004922,280,320,6,4,1680,76.80000000000001,1843.2,163.20000000000005
Chairs,FUR-CH-10001854,600,700,2,2,1200,28.0,1372.0,172.0
Art,OFF-AR-10003560,20,20,4,3,80,2.4,77.6,-2.4000000000000057
Labels,OFF-LA-10004409,20,20,6,2,120,2.4000000000000004,117.6,-2.4000000000000057
Furnishings,FUR-FU-10000448,30,30,2,5,60,3.0,57.0,-3.0
Binders,OFF-BI-10002735,140,160,6,2,840,19.200000000000003,940.8,100.79999999999995
Tables,FUR-TA-10003469,140,170,2,3,280,10.2,329.8,49.80000000000001
Paper,OFF-PA-10001870,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Paper,OFF-PA-10004071,100,110,2,4,200,8.8,211.2,11.199999999999989
Phones,TEC-PH-10001448,90,100,2,2,180,4.0,196.0,16.0
Binders,OFF-BI-10002706,10,10,1,3,10,0.3,9.7,-0.3000000000000007
Chairs,FUR-CH-10004875,110,130,2,5,220,13.0,247.0,27.0
Furnishings,FUR-FU-10004245,90,100,5,4,450,20.0,480.0,30.0
Labels,OFF-LA-10000443,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Paper,OFF-PA-10001125,140,170,7,4,980,47.6,1142.4,162.4000000000001
Furnishings,FUR-FU-10002703,50,50,2,3,100,3.0,97.0,-3.0
Binders,OFF-BI-10004364,0,0,3,4,0,0.0,0.0,0.0
Fasteners,OFF-FA-10000936,10,10,5,5,50,2.5,47.5,-2.5
Binders,OFF-BI-10001249,0,0,3,4,0,0.0,0.0,0.0
Binders,OFF-BI-10004632,290,300,5,3,1450,45.0,1455.0,5.0
Storage,OFF-ST-10000615,20,20,2,5,40,2.0,38.0,-2.0
Accessories,TEC-AC-10001838,280,320,2,2,560,12.8,627.2,67.20000000000005
Art,OFF-AR-10004757,20,20,6,3,120,3.5999999999999996,116.4,-3.5999999999999943
Bookcases,FUR-BO-10003893,720,780,10,5,7200,390.0,7410.0,210.0
Paper,OFF-PA-10003893,30,30,9,5,270,13.5,256.5,-13.5
Tables,FUR-TA-10001932,620,670,3,2,1860,40.2,1969.8,109.79999999999995
Fasteners,OFF-FA-10001561,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Phones,TEC-PH-10001817,530,570,2,2,1060,22.8,1117.2,57.200000000000045
Art,OFF-AR-10000538,170,200,7,3,1190,42.0,1358.0,168.0
Binders,OFF-BI-10004584,1780,2020,8,5,14240,808.0,15352.0,1112.0
Art,OFF-AR-10000817,10,10,3,5,30,1.5,28.5,-1.5
Binders,OFF-BI-10000756,30,40,9,3,270,10.799999999999999,349.2,79.19999999999999
Tables,FUR-TA-10000617,1350,1590,7,2,9450,222.6,10907.4,1457.3999999999996
Binders,OFF-BI-10004364,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Accessories,TEC-AC-10004518,100,120,6,4,600,28.799999999999997,691.2,91.20000000000005
Appliances,OFF-AP-10002222,10,10,1,5,10,0.5,9.5,-0.5
Paper,OFF-PA-10002615,0,0,1,4,0,0.0,0.0,0.0
Paper,OFF-PA-10000565,150,170,3,4,450,20.4,489.6,39.60000000000002
Paper,OFF-PA-10003673,60,70,10,5,600,35.0,665.0,65.0
Furnishings,FUR-FU-10002088,20,30,3,4,60,3.5999999999999996,86.4,26.400000000000006
Furnishings,FUR-FU-10001546,30,30,3,5,90,4.5,85.5,-4.5
Art,OFF-AR-10000614,20,30,9,3,180,8.1,261.9,81.89999999999998
Art,OFF-AR-10003190,0,0,1,2,0,0.0,0.0,0.0
Phones,TEC-PH-10004094,940,1090,7,3,6580,228.90000000000003,7401.1,821.1000000000004
Paper,OFF-PA-10001970,100,110,2,5,200,11.0,209.0,9.0
Art,OFF-AR-10002952,20,30,2,2,40,1.2,58.8,18.799999999999997
Binders,OFF-BI-10004209,30,40,5,3,150,6.0,194.0,44.0
Art,OFF-AR-10004685,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
Storage,OFF-ST-10000991,590,690,6,3,3540,124.19999999999999,4015.8,475.8000000000002
Art,OFF-AR-10002399,40,40,9,2,360,7.2,352.8,-7.199999999999989
Binders,OFF-BI-10002353,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Bookcases,FUR-BO-10001811,160,200,1,5,160,10.0,190.0,30.0
Accessories,TEC-AC-10003033,1340,1650,5,3,6700,247.5,8002.5,1302.5
Paper,OFF-PA-10000176,80,90,6,4,480,21.6,518.4,38.39999999999998
Art,OFF-AR-10003631,50,50,14,4,700,28.0,672.0,-28.0
Phones,TEC-PH-10000923,30,30,3,2,90,1.7999999999999998,88.2,-1.7999999999999972
Labels,OFF-LA-10003190,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Storage,OFF-ST-10003208,360,440,3,2,1080,26.400000000000002,1293.6,213.5999999999999
Appliances,OFF-AP-10000692,70,80,4,2,280,6.4,313.6,33.60000000000002
Storage,OFF-ST-10004180,80,90,2,2,160,3.6,176.4,16.400000000000006
Phones,TEC-PH-10002817,280,320,3,3,840,28.799999999999997,931.2,91.20000000000005
Paper,OFF-PA-10000295,20,20,3,3,60,1.7999999999999998,58.2,-1.7999999999999972
Storage,OFF-ST-10000419,30,30,3,5,90,4.5,85.5,-4.5
Binders,OFF-BI-10001524,70,80,5,5,350,20.0,380.0,30.0
Furnishings,FUR-FU-10003268,160,200,5,5,800,50.0,950.0,150.0
Phones,TEC-PH-10000148,30,30,3,3,90,2.7,87.3,-2.700000000000003
Binders,OFF-BI-10001543,150,170,6,4,900,40.8,979.2,79.20000000000005
Binders,OFF-BI-10002071,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Storage,OFF-ST-10002352,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Paper,OFF-PA-10003127,50,50,2,4,100,4.0,96.0,-4.0
Storage,OFF-ST-10000464,50,60,2,5,100,6.0,114.0,14.0
Chairs,FUR-CH-10000553,370,430,14,4,5180,240.79999999999998,5779.2,599.1999999999998
Fasteners,OFF-FA-10000134,30,40,7,5,210,14.0,266.0,56.0
Storage,OFF-ST-10000636,30,30,2,3,60,1.8,58.2,-1.7999999999999972
Binders,OFF-BI-10002949,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Furnishings,FUR-FU-10002364,10,10,3,2,30,0.6000000000000001,29.4,-0.6000000000000014
Bookcases,FUR-BO-10002613,380,480,2,4,760,38.4,921.6,161.60000000000002
Paper,OFF-PA-10002659,20,20,5,5,100,5.0,95.0,-5.0
Paper,OFF-PA-10000157,30,40,2,2,60,1.6,78.4,18.400000000000006
Chairs,FUR-CH-10004540,160,190,7,2,1120,26.599999999999998,1303.4,183.4000000000001
Labels,OFF-LA-10004544,40,40,3,2,120,2.4000000000000004,117.6,-2.4000000000000057
Binders,OFF-BI-10001097,10,10,5,4,50,2.0,48.0,-2.0
Paper,OFF-PA-10003302,50,60,2,2,100,2.4,117.6,17.599999999999994
Bookcases,FUR-BO-10003965,330,370,3,2,990,22.200000000000003,1087.8,97.79999999999995
Accessories,TEC-AC-10003433,0,0,2,5,0,0.0,0.0,0.0
Paper,OFF-PA-10000482,70,80,2,2,140,3.2,156.8,16.80000000000001
Paper,OFF-PA-10004610,10,10,2,5,20,1.0,19.0,-1.0
Binders,OFF-BI-10003910,0,0,2,4,0,0.0,0.0,0.0
Appliances,OFF-AP-10001394,420,450,3,3,1260,40.5,1309.5,49.5
Binders,OFF-BI-10004654,10,10,3,4,30,1.2000000000000002,28.8,-1.1999999999999993
Storage,OFF-ST-10001526,520,580,6,4,3120,139.2,3340.8,220.80000000000018
Accessories,TEC-AC-10000358,130,150,4,2,520,12.0,588.0,68.0
Furnishings,FUR-FU-10000246,60,70,7,4,420,19.599999999999998,470.4,50.39999999999998
Furnishings,FUR-FU-10003799,60,70,5,3,300,10.5,339.5,39.5
Fasteners,OFF-FA-10003021,0,0,2,4,0,0.0,0.0,0.0
Paper,OFF-PA-10003656,150,180,7,2,1050,25.2,1234.8,184.79999999999995
Furnishings,FUR-FU-10004586,10,10,2,4,20,0.8,19.2,-0.8000000000000007
Accessories,TEC-AC-10003832,120,130,5,5,600,32.5,617.5,17.5
Storage,OFF-ST-10002554,170,200,5,5,850,50.0,950.0,100.0
Furnishings,FUR-FU-10001876,50,50,2,5,100,5.0,95.0,-5.0
Accessories,TEC-AC-10002637,350,430,3,2,1050,25.799999999999997,1264.2,214.20000000000005
Machines,TEC-MA-10003589,200,220,3,2,600,13.200000000000001,646.8,46.799999999999955
Labels,OFF-LA-10000081,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Paper,OFF-PA-10001838,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Chairs,FUR-CH-10002965,1070,1130,7,3,7490,237.29999999999998,7672.7,182.69999999999982
Binders,OFF-BI-10001636,10,10,5,3,50,1.5,48.5,-1.5
Art,OFF-AR-10004027,0,0,2,4,0,0.0,0.0,0.0
Phones,TEC-PH-10002293,60,80,4,4,240,12.8,307.2,67.19999999999999
Binders,OFF-BI-10003196,10,10,6,2,60,1.2000000000000002,58.8,-1.2000000000000028
Storage,OFF-ST-10001172,30,30,2,4,60,2.4,57.6,-2.3999999999999986
Envelopes,OFF-EN-10003068,20,20,2,4,40,1.6,38.4,-1.6000000000000014
Labels,OFF-LA-10003510,20,20,1,5,20,1.0,19.0,-1.0
Art,OFF-AR-10003504,20,20,5,3,100,3.0,97.0,-3.0
Furnishings,FUR-FU-10001889,20,30,3,4,60,3.5999999999999996,86.4,26.400000000000006
Chairs,FUR-CH-10000863,100,110,1,4,100,4.4,105.6,5.599999999999994
Machines,TEC-MA-10004679,350,400,2,3,700,24.0,776.0,76.0
Chairs,FUR-CH-10004754,90,100,5,4,450,20.0,480.0,30.0
Phones,TEC-PH-10004586,870,1080,3,4,2610,129.60000000000002,3110.4,500.4000000000001
Storage,OFF-ST-10001370,60,70,1,2,60,1.4,68.6,8.599999999999994
Art,OFF-AR-10001988,20,30,5,4,100,6.0,144.0,44.0
Chairs,FUR-CH-10003298,470,590,5,3,2350,88.5,2861.5,511.5
Fasteners,OFF-FA-10002988,10,10,6,3,60,1.7999999999999998,58.2,-1.7999999999999972
Bookcases,FUR-BO-10002213,330,400,1,4,330,16.0,384.0,54.0
Storage,OFF-ST-10000344,40,50,4,5,160,10.0,190.0,30.0
Paper,OFF-PA-10002319,30,30,1,4,30,1.2,28.8,-1.1999999999999993
Binders,OFF-BI-10002437,60,60,5,2,300,6.0,294.0,-6.0
Storage,OFF-ST-10001418,170,200,4,4,680,32.0,768.0,88.0
Art,OFF-AR-10000380,100,120,4,2,400,9.6,470.4,70.39999999999998
Paper,OFF-PA-10003036,20,20,3,5,60,3.0,57.0,-3.0
Binders,OFF-BI-10002026,90,100,9,5,810,45.0,855.0,45.0
Furnishings,FUR-FU-10003691,20,20,5,4,100,4.0,96.0,-4.0
Furnishings,FUR-FU-10003806,250,300,5,5,1250,75.0,1425.0,175.0
Paper,OFF-PA-10002741,10,10,2,3,20,0.6,19.4,-0.6000000000000014
Paper,OFF-PA-10003845,10,10,2,2,20,0.4,19.6,-0.3999999999999986
Appliances,OFF-AP-10001492,30,30,3,5,90,4.5,85.5,-4.5
Binders,OFF-BI-10004318,240,280,2,4,480,22.4,537.6,57.60000000000002
Phones,TEC-PH-10000193,100,110,3,3,300,9.899999999999999,320.1,20.100000000000023
Furnishings,FUR-FU-10003464,60,60,3,3,180,5.4,174.6,-5.400000000000006
Appliances,OFF-AP-10002403,40,40,1,4,40,1.6,38.4,-1.6000000000000014
Paper,OFF-PA-10003848,40,40,8,3,320,9.6,310.4,-9.600000000000023
Paper,OFF-PA-10001357,190,240,5,3,950,36.0,1164.0,214.0
Supplies,OFF-SU-10004737,30,30,5,5,150,7.5,142.5,-7.5
Tables,FUR-TA-10003715,360,380,3,2,1080,22.799999999999997,1117.2,37.200000000000045
Appliances,OFF-AP-10003099,160,200,4,3,640,24.0,776.0,136.0
Accessories,TEC-AC-10002323,60,70,4,4,240,11.2,268.8,28.80000000000001
Storage,OFF-ST-10002344,150,190,3,4,450,22.799999999999997,547.2,97.20000000000005
Paper,OFF-PA-10000007,20,20,6,5,120,6.0,114.0,-6.0
Labels,OFF-LA-10000248,10,10,3,3,30,0.8999999999999999,29.1,-0.8999999999999986
